Business Name,Address No,Address 1,Address 2,Address 3,Town,County,Country,Postcode,Total Assistance Offered by Invest NI (£),Date Offer Made (Issued Date),Accepted Date,Source of Funding (Scheme),Jobs to be Created (Promoted),Total Investment by Company (Includes Invest NI Assistance) £,Sector,Start Up (Y/N),Conditions of Offer,District Council,No of Employees in Company
CMP Construction Solutions Ltd,Unit 13,Antrim Business Park,Randalstown Road, ,Antrim,Co. Antrim,Northern Ireland,BT41 4LD,"21,000",18-Dec-12,3-Jan-13,Selective Financial Assistance (The Jobs Fund),3,"97,000",Construction Products,N,Job Creation,ANTRIM,2
CMS Global Limited,3,Brookfield Industrial Estate, , ,Banbridge,Co. Down,Northern Ireland,BT32 3AP,"17,794",28-Apr-11,17-May-11,Project Definition,0,"44,485",Business Services,N,Research and Development,BANBRIDGE,5
CMS Global Limited,3,Brookfield Industrial Estate, , ,Banbridge,Co. Down,Northern Ireland,BT32 3AP,"10,483",3-Feb-12,2-Apr-12,Project Definition,0,"22,033",Business Services,N,Research and Development,BANBRIDGE,5
CMS Global Limited,3,Brookfield Industrial Estate, , ,Banbridge,Co. Down,Northern Ireland,BT32 3AP,"32,446",17-Aug-12,22-Aug-12,Grant For Research And Development,0,"82,703",Business Services,N,Research and Development,BANBRIDGE,5
CMS Global Limited,3,Brookfield Industrial Estate, , ,Banbridge,Co. Down,Northern Ireland,BT32 3AP,"26,394",28-Mar-14,31-Mar-14,Growth Accelerator Programme (GAP),1,"65,984",Business Services,Y,Job Creation,BANBRIDGE,5
CMS Pipelines Ltd,68,Mullaghmoyle Road,Stewartstown, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 5PX,"22,298",16-Aug-12,16-Oct-12,Growth Accelerator Programme (GAP),2,"56,746",Engineering,Y,Job Creation,DUNGANNON,6
CO3 Chief Officers 3rd Sector, ,The Volunteer Centre,34 Shaftesbury Square, ,Belfast,Co. Antrim,Northern Ireland,BT2 7DB,"7,000",28-Mar-13,4-Apr-13,Social Entrepreneurship Programme,4,"34,516",Business Services,Y,Job Creation,BELFAST,Not Available
Coaches Corner Ltd,8,Cherry Walk,Chanterhill, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT74 4BJ,"6,280",7-Jul-14,16-Jul-14,Growth Accelerator Programme (GAP),0,"17,700",Business Services,Y,Other,FERMANAGH,Not Available
Coates Engineering,56a,Balloo Road, , ,Bangor,Co. Down,Northern Ireland,BT19 7PG,"3,576",4-Jun-13,11-Jun-13,Technical Development Incentive (TDI),0,"7,152",Construction Products,N,Innovation and Technical Development,NORTH DOWN,9
Coates Engineering,56a,Balloo Road, , ,Bangor,Co. Down,Northern Ireland,BT19 7PG,"2,408",8-Apr-14,6-May-14,MIS,0,"6,945",Construction Products,N,Innovation and Technical Development,NORTH DOWN,9
Coating Developments 2005 Limited,35,Brooklands,Ahoghill, ,Ballymena,Co. Antrim,Northern Ireland,BT42 2RT,"14,000",21-Dec-12,18-Jan-13,Selective Financial Assistance (The Jobs Fund),2,"64,400",Building Materials,N,Job Creation,BALLYMENA,5
Cobra Specialist Security Services Ltd,9c,Building 4,Central Park,Mallusk,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4FS,"33,360",29-Aug-13,18-Sep-13,Growth Accelerator Programme (GAP),6,"231,000",Business Services,Y,Job Creation,NEWTOWNABBEY,43
CocoMojo Ltd,12,Enterprise Crescent,, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,"4,000",6-Jan-12,16-Jan-12,Pre-Start,0,"10,000",Drink,Y,Other,BELFAST,1
CocoMojo Ltd,12,Enterprise Crescent,, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,"2,745",5-Jan-12,26-Jan-12,Technical Development Incentive (TDI),0,"6,100",Drink,N,Innovation and Technical Development,BELFAST,1
CocoMojo Ltd,12,Enterprise Crescent,, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,"3,000",25-May-12,28-May-12,Interim Managers,0,"6,122",Drink,N,Skills Development,BELFAST,1
CocoMojo Ltd,12,Enterprise Crescent,, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,"2,613",7-Aug-12,14-Aug-12,Technical Development Incentive (TDI),0,"5,805",Drink,N,Innovation and Technical Development,LISBURN,1
CocoMojo Ltd,12,Enterprise Crescent,, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,"1,540",7-Aug-12,14-Aug-12,Technical Development Incentive (TDI),0,"3,421",Drink,N,Innovation and Technical Development,LISBURN,1
CocoMojo Ltd,12,Enterprise Crescent,, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,833,16-Aug-12,19-Aug-12,Technical Development Incentive (TDI),0,"1,850",Drink,N,Innovation and Technical Development,BELFAST,1
CocoMojo Ltd,12,Enterprise Crescent,, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,"1,800",8-Mar-13,19-Mar-13,MIS,0,"3,705",Drink,N,Innovation and Technical Development,LISBURN,1
CocoMojo Ltd,12,Enterprise Crescent,, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,"6,000",29-Jul-14,7-Aug-14,Growth Accelerator Programme (GAP),0,"15,000",Drink,Y,Other,LISBURN,1
Cocoon (Europe) Limited,6,Woodland Avenue,Lambeg, ,Lisburn,Co. Antrim,Northern Ireland,BT27 4PJ,500,31-Mar-11,7-Apr-11,Technical Development Incentive (TDI),0,"1,000",Construction Products,N,Innovation and Technical Development,LISBURN,1
Cocoon (Europe) Limited,6,Woodland Avenue,Lambeg, ,Lisburn,Co. Antrim,Northern Ireland,BT27 4PJ,"26,144",21-Oct-11,1-Feb-12,Growth Accelerator Programme (GAP),3,"174,712",Construction Products,Y,Job Creation,LISBURN,1
Cocoon (Europe) Limited,6,Woodland Avenue,Lambeg, ,Lisburn,Co. Antrim,Northern Ireland,BT27 4PJ,"2,450",16-Apr-12,27-Apr-12,Technical Development Incentive (TDI),0,"4,900",Construction Products,N,Innovation and Technical Development,LISBURN,1
Col Mc Engineering Ltd,49,Lisnagowan Road,Carland, ,Dungannon,Co. Tyrone,Northern Ireland,BT70 3LH,"37,320",24-Feb-14,6-Mar-14,Export Start,5,"200,800",General Manufacturing,Y,Job Creation,DUNGANNON,3
Coleraine Borough Council,41,Portstewart Road,Cloonavin, ,Coleraine,Co. Londonderry,Northern Ireland,BT52 1EY,"144,168",5-Mar-12,30-Apr-12,Council LED Measure,0,"192,244",Value Not Set In CCMS,N,Other,COLERAINE,Not Available
Coleraine Borough Council,41,Portstewart Road,Cloonavin, ,Coleraine,Co. Londonderry,Northern Ireland,BT52 1EY,"373,500",17-Jun-13,29-Jul-13,Council LED Measure,0,"498,000",Value Not Set In CCMS,N,Other,COLERAINE,Not Available
Coleraine Borough Council,41,Portstewart Road,Cloonavin, ,Coleraine,Co. Londonderry,Northern Ireland,BT52 1EY,"81,372",6-Aug-13,25-Sep-13,Council LED Measure,0,"108,496",Value Not Set In CCMS,N,Other,COLERAINE,Not Available
Coleraine Borough Council,41,Portstewart Road,Cloonavin, ,Coleraine,Co. Londonderry,Northern Ireland,BT52 1EY,"108,471",2-Aug-13,25-Sep-13,Council LED Measure,0,"168,131",Value Not Set In CCMS,N,Other,COLERAINE,Not Available
Coleraine Borough Council,41,Portstewart Road,Cloonavin, ,Coleraine,Co. Londonderry,Northern Ireland,BT52 1EY,"74,616",6-Nov-13,11-Nov-13,Council LED Measure,0,"149,488",Value Not Set In CCMS,N,Other,COLERAINE,Not Available
Coleraine Radiator Specialists,Unit 2,Loughanhill Industrial Estate,Gateside Road, ,Coleraine,Co. Londonderry,Northern Ireland,BT52 2NR,"4,160",16-Aug-11,10-Sep-11,Growth Incentive,0,"10,400",General Manufacturing,N,Other,COLERAINE,4
Colin Neighbourhood Partnership,,Cloona House,31 Colin Road,Stewartstown Road,Belfast,Co. Antrim,Northern Ireland,BT17 0LG,"5,000",3-Aug-12,7-Aug-12,Growth Incentive,0,"10,000",Business Services,N,Other,LISBURN,55
Colin Neighbourhood Partnership,,Cloona House,31 Colin Road,Stewartstown Road,Belfast,Co. Antrim,Northern Ireland,BT17 0LG,"18,000",25-Feb-13,15-Mar-13,Social Enterprise SFA (The Jobs Fund),9,"226,800",Business Services,N,Job Creation,LISBURN,55
Colinwell Concrete Limited,37,Colinglen Road, ,Dunmurry,Belfast,Co. Antrim,Northern Ireland,BT17 0LP,"3,880",11-Nov-11,12-Dec-11,MIS,0,"7,760",Construction Products,N,Innovation and Technical Development,LISBURN,14
Colloide Engineering Systems Ltd,Unit 3,Cookstown Enterprise Centre,Derryloran Industrial Estate, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9LU,"1,500",26-Jan-12,9-Feb-12,Interim Managers,0,"3,125",Engineering,N,Skills Development,COOKSTOWN,12
Colloide Engineering Systems Ltd,Unit 3,Cookstown Enterprise Centre,Derryloran Industrial Estate, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9LU,"5,000",7-Feb-12,13-Feb-12,Growth Incentive,0,"14,220",Engineering,N,Other,COOKSTOWN,12
Colloide Engineering Systems Ltd,Unit 3,Cookstown Enterprise Centre,Derryloran Industrial Estate, ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9LU,"1,500",29-Oct-12,22-Nov-12,Interim Managers,0,"3,125",Engineering,N,Skills Development,COOKSTOWN,12
Colton Contracts Limited,8,Lisgarty Road, , ,Dromore,Co. Tyrone,Northern Ireland,BT78 3ET,"1,250",9-May-13,21-May-13,Technical Development Incentive (TDI),0,"2,500",Engineering,N,Innovation and Technical Development,OMAGH,5
Commander Securities Limited,48a,East Street, , ,Newtownards,Co. Down,Northern Ireland,BT23 7EN,540,6-Sep-12,11-Sep-12,Technical Development Incentive (TDI),0,"1,200",Business Services,N,Innovation and Technical Development,ARDS,3
Commander Securities Limited,48a,East Street, , ,Newtownards,Co. Down,Northern Ireland,BT23 7EN,"42,962",25-Sep-12,9-Oct-12,Growth Accelerator Programme (GAP),7,"344,420",Business Services,Y,Job Creation,ARDS,3
Commander Securities Limited,48a,East Street, , ,Newtownards,Co. Down,Northern Ireland,BT23 7EN,"4,000",12-Aug-13,12-Aug-13,Finance Vouchers,0,"8,163",Business Services,N,Other,ARDS,3
Commercial Wipes LLP,16,Kilbegs Road, , ,Antrim,Co. Antrim,Northern Ireland,BT41 4NN,"21,000",23-Jul-12,24-Jul-12,Selective Financial Assistance (The Jobs Fund),3,"98,000",General Manufacturing,N,Job Creation,BALLYMENA,7
Commercial Wipes LLP,16,Kilbegs Road, , ,Antrim,Co. Antrim,Northern Ireland,BT41 4NN,"5,480",10-Sep-12,17-Sep-12,MIS,0,"10,960",General Manufacturing,N,Innovation and Technical Development,BALLYMENA,7
Commercial Wipes LLP,16,Kilbegs Road, , ,Antrim,Co. Antrim,Northern Ireland,BT41 4NN,"16,000",21-Dec-12,4-Jan-13,Growth Accelerator Programme (GAP),0,"40,000",General Manufacturing,Y,Other,ANTRIM,7
Commercial Wipes LLP,16,Kilbegs Road, , ,Antrim,Co. Antrim,Northern Ireland,BT41 4NN,"49,000",7-Feb-13,20-Feb-13,Selective Financial Assistance (The Jobs Fund),7,"235,000",General Manufacturing,N,Job Creation,BALLYMENA,7
Compass Financial Associates Limited,7,Edenvale Meadows,Dunmurry, ,Belfast,Co. Antrim,Northern Ireland,BT17 0EG,"8,280",7-May-14,6-Jun-14,MIS,0,"18,400",Business Services,N,Innovation and Technical Development,LISBURN,6
Compliance & Environmental Services Ltd, ,Milltown House,Milltown Industrial Estate, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3FN,"23,542",20-Jun-12,25-Jun-12,Growth Accelerator Programme (GAP),1,"58,855",Engineering,N,Job Creation,NEWRY & MOURNE,23
Compliance & Environmental Services Ltd, ,Milltown House,Milltown Industrial Estate, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3FN,"18,250",16-Jul-12,18-Jul-12,MIS,0,"36,500",Engineering,N,Innovation and Technical Development,NEWRY & MOURNE,23
Compliance & Environmental Services Ltd, ,Milltown House,Milltown Industrial Estate, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3FN,"45,104",11-Feb-14,13-Feb-14,Growth Accelerator Programme (GAP),2,"112,760",Engineering,N,Job Creation,NEWRY & MOURNE,23
Compliance & Environmental Services Ltd, ,Milltown House,Milltown Industrial Estate, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3FN,"49,000",23-May-14,29-May-14,Selective Financial Assistance (The Jobs Fund),7,"252,000",Engineering,N,Job Creation,NEWRY & MOURNE,23
Compliance & Environmental Services Ltd, ,Milltown House,Milltown Industrial Estate, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3FN,"18,000",7-Jul-14,10-Jul-14,MIS,0,"40,000",Engineering,N,Innovation and Technical Development,NEWRY & MOURNE,23
Component Distributors Ltd, ,River Park,Blackwater Road, ,Mallusk,Co. Antrim,Northern Ireland,BT36 4TZ,"9,623",11-Sep-12,12-Sep-12,Grant For Research And Development,0,"27,494",Computer Software & Services,N,Research and Development,NEWTOWNABBEY,67
Comprized Ltd,37,Pound Street, , ,Newtownards,Co. Down,Northern Ireland,BT23 4LD,"4,000",12-Aug-13,15-Aug-13,Finance Vouchers,0,"8,163",Creative,N,Other,ARDS,1
Comprized Ltd,37,Pound Street, , ,Newtownards,Co. Down,Northern Ireland,BT23 4LD,"20,000",27-Jan-14,20-Feb-14,Propel Programme,0,"20,000",Creative,N,Skills Development,ARDS,1
Comprized Ltd,37,Pound Street, , ,Newtownards,Co. Down,Northern Ireland,BT23 4LD,"4,000",19-Mar-14,3-Apr-14,Pre-Start,0,"10,000",Creative,Y,Other,ARDS,1
Concept Services (NI) Ltd,229 -230,City Business Park,Concept House,Dunmurry,Belfast,Co. Antrim,Northern Ireland,BT17 9HY,"28,000",29-Oct-12,8-Nov-12,Selective Financial Assistance (The Jobs Fund),4,"136,000",Business Services,N,Job Creation,LISBURN,13
Concept Services (NI) Ltd,229 -230,City Business Park,Concept House,Dunmurry,Belfast,Co. Antrim,Northern Ireland,BT17 9HY,"15,182",30-Oct-12,8-Nov-12,MIS,0,"31,941",Business Services,N,Innovation and Technical Development,LISBURN,13
Concept Services (NI) Ltd,229 -230,City Business Park,Concept House,Dunmurry,Belfast,Co. Antrim,Northern Ireland,BT17 9HY,"18,000",11-Nov-13,14-Jan-14,Growth Accelerator Programme (GAP),0,"45,000",Business Services,N,Other,LISBURN,13
Concrete Batching Systems Limited,140,Markethill Road, , ,Armagh,Co. Armagh,Northern Ireland,BT60 1LF,"22,120",25-Mar-11,18-Apr-11,Export Start,6,"298,488",General Manufacturing,Y,Job Creation,ARMAGH,1
Concrete Batching Systems Limited,140,Markethill Road, , ,Armagh,Co. Armagh,Northern Ireland,BT60 1LF,"47,065",28-Aug-14,5-Sep-14,Grant For Research And Development,0,"104,589",General Manufacturing,N,Research and Development,ARMAGH,1
Concrete With A Difference,91,Glen Road,Jerrettspass, ,Newry,Co. Down,Northern Ireland,BT34 1RQ,"2,300",16-May-11,6-Jun-11,Pre-Start,0,"5,750",Construction Products,Y,Other,NEWRY & MOURNE,1
Connected Health Alliance CIC, ,Innovation Centre,Northern Ireland Science Park,Queen's Road,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"250,000",23-May-12,20-Jun-12,Collaborative Networking,0,"532,600",Life Sciences,N,Skills Development,BELFAST,4
Connected Health Limited,3B,Boucher Business Studios, ,Glenmachan Place,Belfast,Co. Antrim,Northern Ireland,BT12 6QH,"5,000",19-Aug-13,1-Sep-13,MIS,0,"10,840",Telecoms,N,Innovation and Technical Development,BELFAST,2
Connected Health Limited,3B,Boucher Business Studios, ,Glenmachan Place,Belfast,Co. Antrim,Northern Ireland,BT12 6QH,"30,500",23-Apr-14,28-Apr-14,Growth Accelerator Programme (GAP),1,"76,250",Telecoms,N,Job Creation,BELFAST,2
Conor and Patrick Maguire and/or Island Salads Ltd,4B,Moytown Road,Aghagallon, ,Craigavon,Co. Armagh,Northern Ireland,BT67 0BA,"7,277",8-Jun-12,14-Jun-12,Interim Managers,0,"14,850",Food,N,Skills Development,CRAIGAVON,22
Conor and Patrick Maguire and/or Island Salads Ltd,4B,Moytown Road,Aghagallon, ,Craigavon,Co. Armagh,Northern Ireland,BT67 0BA,"5,000",18-Dec-12,3-Jan-13,Technical Development Incentive (TDI),0,"10,000",Food,N,Innovation and Technical Development,CRAIGAVON,22
Conor and Patrick Maguire and/or Island Salads Ltd,4B,Moytown Road,Aghagallon, ,Craigavon,Co. Armagh,Northern Ireland,BT67 0BA,0,28-Jun-13,28-Jun-13,PMG,4,"12,000",Food,N,Job Creation,CRAIGAVON,22
Consarc Design Group Limited,4,Ormeau Road,Cromac Quay, ,Belfast,Co. Antrim,Northern Ireland,BT7 2JD,"23,980",7-Aug-13,16-Aug-13,MIS,0,"76,757",Business Services,N,Innovation and Technical Development,BELFAST,36
Console-Genie,4B,Creighton Manor, , ,Belfast,Co. Antrim,Northern Ireland,BT17 0LF,"1,000",2-Aug-13,14-Aug-13,NRA Business Start Grant (The Jobs Fund),1,"9,000",Business Services,Y,Job Creation,LISBURN,1
Construction Testing Services Ltd, ,Old Mill Business Park,Seven Mile Straight,Muckamore,Antrim,Co. Antrim,Northern Ireland,BT41 4QE,"10,000",24-Jul-12,15-Aug-12,Selective Financial Assistance (The Jobs Fund),2,"58,000",Business Services,N,Job Creation,ANTRIM,7
Construction Testing Services Ltd, ,Old Mill Business Park,Seven Mile Straight,Muckamore,Antrim,Co. Antrim,Northern Ireland,BT41 4QE,"14,560",10-Jan-13,14-Jan-13,Growth Accelerator Programme (GAP),1,"116,400",Business Services,N,Job Creation,ANTRIM,7
Contacq Ltd,Unit 263,Lisburn Enterprise Centre,Ballinderry Road, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,880,14-Apr-11,6-May-11,Technical Development Incentive (TDI),0,"1,760",Electrical & Electronics,N,Innovation and Technical Development,LISBURN,2
Contacq Ltd,Unit 263,Lisburn Enterprise Centre,Ballinderry Road, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,"1,080",28-Oct-11,29-Nov-11,Technical Development Incentive (TDI),0,"2,400",Electrical & Electronics,N,Innovation and Technical Development,LISBURN,2
Contacq Ltd,Unit 263,Lisburn Enterprise Centre,Ballinderry Road, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,650,3-Jan-12,23-Jan-12,Technical Development Incentive (TDI),0,"1,300",Electrical & Electronics,N,Innovation and Technical Development,LISBURN,2
Contacq Ltd,Unit 263,Lisburn Enterprise Centre,Ballinderry Road, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2BP,863,31-Oct-12,15-Nov-12,Technical Development Incentive (TDI),0,"1,725",Electrical & Electronics,N,Innovation and Technical Development,LISBURN,2
Contact (Northern Ireland), ,Lanyon Building,North Derby Street,York Road,Belfast,Co. Antrim,Northern Ireland,BT15 3HL,"4,000",23-Jan-13,5-Mar-13,Social Enterprise SFA (The Jobs Fund),2,"99,968",Business Services,N,Job Creation,BELFAST,69
Contact Marketing (NI) Limited,29,Magherabeg Road,Favour House, ,Randalstown,Co. Antrim,Northern Ireland,BT41 2PL,"3,233",13-Dec-11,13-Jan-12,Technical Development Incentive (TDI),0,"6,465",Food,N,Innovation and Technical Development,ANTRIM,20
Contact Marketing (NI) Limited,29,Magherabeg Road,Favour House, ,Randalstown,Co. Antrim,Northern Ireland,BT41 2PL,"15,000",22-Mar-12,27-Mar-12,Selective Financial Assistance (The Jobs Fund),5,"110,000",Food,N,Job Creation,ANTRIM,20
Contact Marketing (NI) Limited,29,Magherabeg Road,Favour House, ,Randalstown,Co. Antrim,Northern Ireland,BT41 2PL,"12,332",19-Oct-12,25-Oct-12,MIS,0,"30,246",Food,N,Innovation and Technical Development,ANTRIM,20
Continu Ltd,9,Harbour Court,Heron Road, ,Belfast,Co. Antrim,Northern Ireland,BT3 9HB,"12,000",20-Sep-11,27-Sep-11,Growth Accelerator Programme (GAP),2,"75,000",Electrical & Electronics,N,Job Creation,BELFAST,3
Continu Ltd,9,Harbour Court,Heron Road, ,Belfast,Co. Antrim,Northern Ireland,BT3 9HB,"7,000",23-Apr-13,29-May-13,Selective Financial Assistance (The Jobs Fund),1,"32,000",Electrical & Electronics,N,Job Creation,BELFAST,3
Continu Ltd,9,Harbour Court,Heron Road, ,Belfast,Co. Antrim,Northern Ireland,BT3 9HB,"1,500",23-Sep-13,26-Sep-13,MIS,0,"3,000",Electrical & Electronics,N,Innovation and Technical Development,BELFAST,3
Continu Ltd,9,Harbour Court,Heron Road, ,Belfast,Co. Antrim,Northern Ireland,BT3 9HB,"7,500",30-Sep-13,9-Oct-13,Interim Managers,0,"20,000",Electrical & Electronics,N,Skills Development,BELFAST,3
Contract Tile & Stone Ltd,12A,Crumlin Road,Ballinderry Upper, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2JU,"3,000",13-Oct-11,20-Oct-11,Growth Incentive,0,"7,500",Construction Products,N,Other,ARMAGH,2
Contractuary Ltd,18,Mill Lane,Aghadowey, ,Coleraine,Co. Londonderry,Northern Ireland,BT51 3SX,"3,248",25-Aug-11,30-Aug-11,Growth Incentive,0,"8,120",Business Services,N,Other,COLERAINE,1
Contractuary Ltd,18,Mill Lane,Aghadowey, ,Coleraine,Co. Londonderry,Northern Ireland,BT51 3SX,"20,592",16-Aug-12,22-Aug-12,Growth Accelerator Programme (GAP),1,"51,480",Business Services,Y,Job Creation,COLERAINE,1
ConveyorTek Limited,Unit 1,Ballinderry Industrial Estate,2a Glenavy Road,Upper Ballinderry,Lisburn,Co. Antrim,Northern Ireland,BT28 2EU,"20,714",26-Feb-13,7-Mar-13,Growth Accelerator Programme (GAP),1,"51,784",General Manufacturing,Y,Job Creation,LISBURN,11
ConveyorTek Limited,Unit 1,Ballinderry Industrial Estate,2a Glenavy Road,Upper Ballinderry,Lisburn,Co. Antrim,Northern Ireland,BT28 2EU,"42,760",5-Jun-13,28-Aug-13,Grant For Research And Development,0,"85,520",General Manufacturing,N,Research and Development,LISBURN,11
ConveyorTek Limited,Unit 1,Ballinderry Industrial Estate,2a Glenavy Road,Upper Ballinderry,Lisburn,Co. Antrim,Northern Ireland,BT28 2EU,"33,208",10-Jun-13,28-Aug-13,Grant For Research And Development,0,"83,020",General Manufacturing,N,Research and Development,LISBURN,11
Cookstown District Council, ,Burn Road, , ,Cookstown,Co. Tyrone,Northern Ireland,BT80 8DT,"88,878",30-Dec-11,26-Jan-12,Council LED Measure,0,"118,504",Business Services,N,Other,COOKSTOWN,100
Cookstown District Council, ,Burn Road, , ,Cookstown,Co. Tyrone,Northern Ireland,BT80 8DT,"171,889",30-Dec-11,26-Jan-12,Council LED Measure,0,"233,567",Business Services,N,Other,COOKSTOWN,100
Cookstown District Council, ,Burn Road, , ,Cookstown,Co. Tyrone,Northern Ireland,BT80 8DT,"72,675",5-Nov-12,22-Nov-12,Council LED Measure,0,"96,900",Business Services,N,Other,COOKSTOWN,100
Cookstown District Council, ,Burn Road, , ,Cookstown,Co. Tyrone,Northern Ireland,BT80 8DT,"113,497",5-Nov-12,22-Nov-12,Council LED Measure,0,"151,330",Business Services,N,Other,COOKSTOWN,100
Coolchain Air Conditioning Ltd,24,Tullyreavy Road, ,Rock,Dungannon,Co. Tyrone,Northern Ireland,BT70 3JN,"28,844",28-Aug-12,17-Sep-12,Growth Accelerator Programme (GAP),2,"72,110",Business Services,N,Job Creation,COOKSTOWN,1
